0	3
3	1
6	1
9	1
12	1
18	1
21	1
24	3
30	1
33	1
36	1
42	1
45	1
48	3
60	1
66	1
72	3
84	1
90	1
93	1
96	3
99	1
102	1
105	1
108	1
114	1
117	1
120	3
126	1
129	1
132	1
138	1
141	1
144	3
156	2
162	2
168	4
180	1
186	1
189	1
192	2
195	1
198	2
201	1
204	2
210	2
213	1
216	2
219	1
222	2
225	1
228	2
231	1
234	2
237	1
240	2
243	1
246	2
249	1
252	2
255	1
258	2
261	1
264	2
267	1
270	2
273	1
276	2
279	1
282	2
285	1
288	2
291	1
294	2
297	1
300	3
306	3
309	2
312	2
315	1
318	2
321	1
324	3
330	3
336	4
342	2
348	4
354	2
360	4
366	2
372	3
375	1
378	2
381	1
384	2
387	1
390	2
393	1
396	2
402	2
405	1
408	2
414	2
417	1
420	2
426	2
429	1
432	3
438	1
444	3
450	3
456	3
462	1
468	2
474	2
477	1
480	2
483	1
486	2
489	1
492	2
498	2
501	1
504	2
510	2
513	1
516	2
522	2
525	1
528	2
534	1
540	3
546	3
552	3
558	1
564	2
570	2
573	1
576	2
579	1
582	2
585	1
588	2
594	2
597	1
600	2
606	2
609	1
612	2
618	2
621	1
624	2
627	1
630	2
633	1
636	2
642	2
648	2
651	1
654	2
657	1
660	2
666	2
672	2
675	1
676	1
678	2
681	1
684	2
687	1
690	2
693	1
696	2
699	1
702	2
705	1
708	2
711	1
714	2
717	1
720	4
726	1
732	1
738	2
744	3
747	1
750	2
753	1
756	2
759	1
762	2
768	3
771	2
774	3
777	2
780	3
786	3
789	2
792	3
798	3
801	2
804	3
810	3
813	2
816	3
822	1
828	3
834	3
840	3
846	1
852	2
858	2
861	1
864	3
867	2
870	3
873	2
876	3
882	3
885	2
888	3
894	3
897	2
900	3
906	3
909	2
912	3
918	1
924	3
930	3
936	3
942	1
948	2
954	2
957	1
960	2
963	1
966	2
969	1
972	2
978	2
981	1
984	2
987	1
990	2
993	1
996	2
999	1
1002	2
1005	1
1008	2
1011	1
1014	2
1017	1
1020	2
1023	1
1026	2
1029	1
1032	2
1035	1
1038	2
1041	1
1044	2
1047	1
1050	2
1053	1
1056	2
1059	1
1062	2
1065	1
1068	3
1074	3
1077	2
1080	2
1083	1
1086	2
1089	1
1092	3
1098	3
1104	4
1110	2
1116	4
1122	2
1128	4
1134	2
1140	3
1143	1
1146	2
1149	1
1152	5
1155	2
1158	5
1161	2
1164	1
1167	1
1170	2
1173	1
1176	5
1179	2
1182	5
1185	2
1188	3
1191	1
1194	2
1197	1
1200	6
1203	2
1206	5
1209	2
1212	1
1215	1
1218	2
1221	1
1224	5
1227	2
1230	5
1233	2
1236	2
1239	1
1242	3
1245	1
1248	5
1251	2
1254	5
1257	2
1260	2
1263	1
1266	2
1269	1
1272	5
1275	2
1278	5
1281	2
1284	2
1287	2
1290	3
1293	2
1296	5
1299	2
1302	5
1305	2
1308	2
1311	2
1314	3
1317	2
1320	5
1323	2
1326	4
1329	2
1332	4
1335	1
1338	2
1341	1
1344	5
1347	2
1350	5
1353	2
1356	1
1359	1
1362	2
1365	1
1368	5
1371	2
1374	5
1377	2
1380	3
1383	1
1386	2
1389	1
1392	6
1395	2
1398	5
1401	2
1404	1
1407	1
1410	2
1413	1
1416	5
1419	2
1422	5
1425	2
1428	2
1431	1
1434	3
1437	1
1440	5
1443	2
1446	5
1449	2
1452	2
1455	1
1458	2
1461	1
1464	5
1467	2
1470	5
1473	2
1476	2
1479	2
1482	3
1485	2
1488	5
1491	2
1494	5
1497	2
1500	2
1503	2
1506	3
1509	2
1512	5
1515	2
1518	4
1521	2
1524	4
1525	1
1527	2
1528	1
1530	3
1531	1
1533	2
1534	1
1536	5
1540	1
1541	1
1542	3
1545	1
1548	1
1552	1
1557	1
1560	1
1564	1
1569	1
1572	5
1576	1
1578	4
1581	1
1584	5
1588	1
1590	4
1593	1
1596	1
1600	1
1605	1
1608	1
1612	1
1617	1
1620	5
1624	1
1626	4
1629	1
1632	5
1635	1
1636	1
1638	5
1641	2
1644	2
1647	1
1648	1
1650	1
1653	2
1656	2
1659	1
1660	1
1662	1
1665	2
1668	6
1671	1
1672	1
1674	5
1677	2
1680	6
1683	1
1684	1
1686	5
1689	2
1692	2
1695	1
1696	1
1698	1
1701	2
1704	2
1707	1
1708	1
1710	1
1713	2
1716	6
1719	1
1720	1
1722	1
1725	2
1728	6
1740	6
1752	6
1758	6
1770	6
1776	6
1788	6
1800	6
1806	6
1818	6
1824	6
1827	1
1830	3
1833	1
1836	7
1839	1
1842	3
1845	1
1848	7
1851	1
1854	7
1857	1
1860	1
1863	1
1866	7
1869	1
1872	7
1875	1
1878	3
1881	1
1884	7
1887	1
1890	3
1893	1
1896	7
1899	1
1902	3
1905	1
1908	1
1911	1
1914	3
1917	1
1920	1
1923	1
1926	1
1929	1
1932	2
1938	1
1941	1
1947	1
1950	1
1953	1
1956	2
1962	7
1968	7
1971	1
1974	1
1977	1
1980	2
1986	1
1989	1
1995	1
1998	1
2004	2
2010	1
2016	2
2019	1
2022	2
2025	1
2028	2
2034	2
2037	1
2040	2
2046	2
2049	1
2052	2
2058	2
2061	1
2064	3
2070	1
2076	3
2082	3
2088	3
2094	1
2100	2
2106	2
2109	1
2112	2
2115	1
2118	2
2121	1
2124	2
2130	2
2133	1
2136	2
2142	2
2145	1
2148	2
2154	2
2157	1
2160	2
2166	1
2172	3
2178	3
2184	3
2190	1
2196	2
2202	2
2205	1
2208	2
2211	1
2214	2
2217	1
2220	2
2226	2
2229	1
2232	2
2238	2
2241	1
2244	2
2250	2
2253	1
2256	2
2259	1
2262	2
2265	1
2268	2
2274	2
2280	2
2283	1
2286	2
2289	1
2292	2
2298	2
2304	2
2307	1
2308	1
2310	2
2313	1
2316	2
2319	1
2322	2
2325	1
2328	2
2331	1
2334	2
2337	1
2340	2
2343	1
2346	2
2349	1
2352	4
2358	1
2364	1
2370	2
2376	3
2379	1
2382	2
2385	1
2388	2
2391	1
2394	2
2400	2
2403	1
2406	2
2409	1
2412	2
2413	1
2415	1
2418	2
2421	1
2424	2
2425	1
2427	1
2430	2
2433	1
2436	2
2437	1
2439	1
2442	2
2445	1
2448	2
2451	1
2452	1
2454	2
2457	1
2460	2
2463	1
2466	2
2469	1
2472	2
2475	1
2478	2
2481	1
2484	2
2490	2
2493	1
2496	3
2499	2
2502	3
2505	2
2508	3
2514	2
2515	1
2517	1
2520	2
2521	1
2523	1
2526	2
2529	1
2532	2
2535	1
2538	2
2541	1
2544	2
2547	1
2550	2
2553	1
2556	3
2562	3
2568	3
2571	1
2574	2
2577	1
2580	2
2583	1
2586	2
2589	1
2592	3
2595	2
2598	3
2601	2
2604	3
2610	2
2613	1
2616	2
2619	1
2622	2
2625	1
2628	2
2629	1
2631	1
2634	2
2635	1
2637	1
2640	3
2643	2
2646	3
2649	2
2652	3
2655	2
2658	3
2664	3
2667	2
2670	3
2673	2
2676	3
2679	2
2682	3
2688	2
2691	1
2694	2
2697	1
2700	2
2703	1
2706	2
2709	1
2712	2
2715	1
2718	2
2721	1
2724	3
2730	3
2736	4
2742	1
2748	2
2749	1
2751	1
2752	1
2754	3
2755	1
2757	1
2758	1
2760	2
2761	1
2763	1
2764	1
2766	2
2767	1
2769	1
2770	1
2772	2
2773	1
2775	1
2776	1
2778	2
2779	1
2781	1
2782	1
2784	6
2796	6
2808	6
2814	6
2826	6
2832	7
2844	7
2856	7
2862	7
2874	7
2880	6
2883	1
2886	3
2889	1
2892	7
2895	1
2898	3
2901	1
2904	7
2907	1
2910	7
2913	1
2916	1
2919	1
2922	7
2925	1
2928	7
2931	1
2934	1
2937	1
2940	7
2943	1
2946	1
2949	1
2952	7
2955	1
2958	3
2961	1
2964	1
2967	1
2970	3
2973	1
