0	2	1	0	48	65	120
0	2	1	0	48	70	120
0	2	1	0	48	77	120
0	2	2	1	48	63	120
0	2	2	1	48	70	120
4	2	2	1	48	63	120
4	2	2	1	48	70	120
12	2	2	1	48	63	120
12	2	2	1	48	70	120
16	2	1	0	48	77	120
16	2	1	0	48	82	120
16	2	1	0	48	89	120
16	2	2	1	48	63	120
16	2	2	1	48	70	120
20	2	2	1	48	63	120
20	2	2	1	48	70	120
28	2	2	1	48	63	120
28	2	2	1	48	70	120
32	2	1	0	48	72	120
32	2	1	0	48	77	120
32	2	1	0	48	84	120
32	2	2	1	48	63	120
32	2	2	1	48	70	120
36	2	2	1	48	63	120
36	2	2	1	48	70	120
44	2	2	1	48	63	120
44	2	2	1	48	70	120
48	2	2	1	48	63	120
48	2	2	1	48	70	120
52	2	2	1	48	63	120
52	2	2	1	48	70	120
56	2	2	1	48	63	120
56	2	2	1	48	70	120
60	2	2	1	48	65	120
60	2	2	1	48	72	120
64	2	1	0	48	70	120
64	2	1	0	48	77	120
64	2	1	0	48	82	120
64	2	2	1	48	63	120
64	2	2	1	48	70	120
68	2	2	1	48	63	120
68	2	2	1	48	70	120
76	2	2	1	48	63	120
76	2	2	1	48	70	120
80	2	1	0	48	77	120
80	2	1	0	48	82	120
80	2	1	0	48	89	120
80	2	2	1	48	63	120
80	2	2	1	48	70	120
84	2	2	1	48	63	120
84	2	2	1	48	70	120
92	2	2	1	48	63	120
92	2	2	1	48	70	120
96	2	1	0	48	65	120
96	2	1	0	48	70	120
96	2	1	0	48	77	120
96	2	2	1	48	63	120
96	2	2	1	48	70	120
100	2	2	1	48	63	120
100	2	2	1	48	70	120
108	2	2	1	48	63	120
108	2	2	1	48	70	120
112	2	2	1	48	63	120
112	2	2	1	48	70	120
116	2	2	1	48	63	120
116	2	2	1	48	70	120
120	2	2	1	48	63	120
120	2	2	1	48	70	120
124	2	2	1	48	65	120
124	2	2	1	48	72	120
128	2	1	0	48	65	120
128	2	1	0	48	69	120
128	2	1	0	48	77	120
128	2	2	1	48	62	120
128	2	2	1	48	69	120
132	2	2	1	48	62	120
132	2	2	1	48	69	120
140	2	2	1	48	62	120
140	2	2	1	48	69	120
144	2	1	0	48	69	120
144	2	1	0	48	77	120
144	2	1	0	48	81	120
144	2	2	1	48	62	120
144	2	2	1	48	69	120
148	2	2	1	48	62	120
148	2	2	1	48	69	120
156	2	2	1	48	62	120
156	2	2	1	48	69	120
160	2	1	0	48	81	120
160	2	1	0	48	84	120
160	2	1	0	48	93	120
160	2	2	1	48	62	120
160	2	2	1	48	69	120
164	2	2	1	48	62	120
164	2	2	1	48	69	120
172	2	2	1	48	62	120
172	2	2	1	48	69	120
176	2	2	1	48	62	120
176	2	2	1	48	69	120
180	2	2	1	48	62	120
180	2	2	1	48	69	120
184	2	1	0	48	82	120
184	2	1	0	48	86	120
184	2	1	0	48	94	120
