0	0	5	0	79	96
1	6	5	0	79	0
2	6	5	0	84	96
3	13	5	0	83	96
4	13	5	0	84	0
5	20	5	0	79	96
6	20	5	0	83	0
7	26	5	0	72	96
8	26	5	0	79	0
9	33	7	6	53	64
10	33	8	9	36	64
11	33	8	9	42	30
12	33	9	9	59	42
13	33	11	7	65	64
14	40	6	5	60	64
15	40	8	9	42	0
16	40	8	9	42	30
17	47	5	0	72	0
18	47	5	0	79	96
19	47	6	5	60	0
20	47	6	5	69	64
21	47	8	9	36	0
22	47	8	9	42	0
23	47	8	9	42	30
24	47	9	9	59	0
25	53	5	0	74	96
26	53	5	0	79	0
27	53	8	9	36	64
28	53	8	9	42	0
29	53	8	9	42	30
30	60	6	5	69	0
31	60	7	6	53	0
32	60	7	6	55	64
33	60	8	9	36	0
34	60	8	9	42	0
35	60	8	9	42	30
36	60	11	7	65	0
37	60	11	7	67	64
38	67	5	0	74	0
39	67	5	0	76	96
40	67	6	5	62	64
41	67	8	9	42	0
42	67	8	9	42	30
43	74	6	5	62	0
44	74	6	5	71	64
45	74	8	9	42	0
46	74	8	9	42	30
47	80	5	0	76	0
48	80	5	0	76	96
49	80	8	9	42	0
50	80	8	9	42	30
51	87	6	5	71	0
52	87	7	6	48	64
53	87	7	6	55	0
54	87	8	9	36	64
55	87	8	9	42	0
56	87	8	9	42	30
57	87	11	7	60	64
58	87	11	7	67	0
59	94	6	5	55	64
60	94	8	9	42	0
61	94	8	9	42	30
62	101	5	0	76	0
63	101	6	5	55	0
64	101	6	5	62	64
65	101	7	6	62	64
66	101	8	9	36	0
67	101	8	9	42	0
68	101	8	9	42	30
69	107	5	0	79	96
70	107	6	5	55	64
71	107	6	5	62	0
72	107	8	9	36	64
73	107	8	9	42	0
74	107	8	9	42	30
75	114	5	0	79	0
76	114	5	0	84	96
77	114	6	5	55	0
78	114	6	5	64	64
79	114	7	6	62	0
80	114	7	6	64	64
81	114	8	9	36	0
82	114	8	9	42	0
83	114	8	9	42	30
84	121	5	0	83	96
85	121	5	0	84	0
86	121	6	5	55	64
87	121	6	5	64	0
88	121	8	9	42	0
89	121	8	9	42	30
90	128	5	0	79	96
91	128	5	0	83	0
92	128	6	5	55	0
93	128	6	5	60	64
94	128	7	6	48	0
95	128	7	6	60	64
96	128	7	6	64	0
97	128	8	9	42	0
98	128	8	9	42	30
99	134	5	0	72	96
100	134	5	0	79	0
101	134	6	5	60	0
102	134	8	9	42	0
103	134	8	9	42	30
104	141	7	6	53	64
105	141	7	6	60	0
106	141	8	9	36	64
107	141	8	9	42	0
108	141	8	9	42	30
109	141	11	7	60	0
110	141	11	7	65	64
111	148	6	5	60	64
112	148	8	9	42	0
113	148	8	9	42	30
114	155	5	0	72	0
115	155	5	0	79	96
116	155	6	5	60	0
117	155	6	5	69	64
118	155	8	9	36	0
119	155	8	9	42	0
120	155	8	9	42	30
121	161	5	0	74	96
122	161	5	0	79	0
123	161	6	5	67	64
124	161	6	5	69	0
125	161	8	9	36	64
126	161	8	9	42	0
127	161	8	9	42	30
